id,player_type_id,player_type_name,sample_index,type,label_target,preference_signal,preference_score,rating,game_title,igdb_game_id,igdb_lookup_query,igdb_slug,igdb_source_url,igdb_match_status,game_platform,primary_genres,play_modes,title,content,preference_keywords,avoidance_keywords,notes_for_model,source,generated_at
rpg_sim_solo-011,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,11,REVIEW,positive_preference,LIKE,0.9,5,Persona 5 Royal,,Persona 5 Royal,persona-5-royal,https://www.igdb.com/games/persona-5-royal,slug_hint_only,PC,RPG|Adventure,Single player,리뷰 - Persona 5 Royal에서 찾은 오래 붙잡을 이유,"Persona 5 Royal을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 일상 스케줄과 던전 공략이 캐릭터 성장으로 묶인다는 점 때문에 다시 켜고 싶은 마음이 생겼고, SOLO_PLAY, RPG, SIMULATION 성향을 잘 설명한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|JRPG|SOCIAL_LINK|TURN_BASED,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-012,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,12,REVIEW,positive_preference,LIKE,0.95,4.5,The Witcher 3: Wild Hunt,,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,https://www.igdb.com/games/the-witcher-3-wild-hunt,slug_hint_only,PC,RPG|Adventure,Single player,리뷰 - The Witcher 3: Wild Hunt은 RPG/시뮬레이션 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. The Witcher 3: Wild Hunt은 선택지와 서브 퀘스트가 여행 기록처럼 남는다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|OPEN_WORLD_RPG|QUESTING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-013,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,13,JOURNAL,positive_preference,LIKE,0.78,,Cyberpunk 2077,,Cyberpunk 2077,cyberpunk-2077,https://www.igdb.com/games/cyberpunk-2077,slug_hint_only,PC,RPG|Shooter,Single player,저널 - Cyberpunk 2077: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Cyberpunk 2077이다. 빌드 선택과 도시 탐사가 캐릭터 취향을 드러낸다는 점이 특히 기억에 남았고, 퀘스트, 수집, 장비 성장, 반복 작업이 내 리듬으로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|BUILD_CRAFTING|NARRATIVE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-014,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,14,REVIEW,positive_preference,LIKE,0.84,4.5,Dragon Quest XI S: Echoes of an Elusive Age,,Dragon Quest XI S: Echoes of an Elusive Age,dragon-quest-xi-s-echoes-of-an-elusive-age-definitive-edition,https://www.igdb.com/games/dragon-quest-xi-s-echoes-of-an-elusive-age-definitive-edition,slug_hint_only,PC,RPG,Single player,리뷰 - Dragon Quest XI S: Echoes of an Elusive Age에서 찾은 오래 붙잡을 이유,"Dragon Quest XI S: Echoes of an Elusive Age을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 전통적인 파티 성장과 밝은 모험 구조가 편안하다는 점 때문에 다시 켜고 싶은 마음이 생겼고, SOLO_PLAY, RPG, SIMULATION 성향을 잘 설명한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|JRPG|PARTY_GROWTH|COMFORT_PLAY,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-015,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,15,REVIEW,positive_preference,LIKE,0.9,5,Atelier Ryza: Ever Darkness & the Secret Hideout,,Atelier Ryza: Ever Darkness & the Secret Hideout,atelier-ryza-ever-darkness-and-the-secret-hideout,https://www.igdb.com/games/atelier-ryza-ever-darkness-and-the-secret-hideout,slug_hint_only,PC,RPG,Single player,리뷰 - Atelier Ryza: Ever Darkness & the Secret Hideout은 RPG/시뮬레이션 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Atelier Ryza: Ever Darkness & the Secret Hideout은 채집과 연금술 조합이 생활형 제작 루프로 이어진다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|CRAFTING|JRPG|ITEM_SYNTHESIS,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-016,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,16,JOURNAL,positive_preference,LIKE,0.95,,PowerWash Simulator,,PowerWash Simulator,powerwash-simulator,https://www.igdb.com/games/powerwash-simulator,slug_hint_only,PC,Simulator|Indie,Single player|Co-op,저널 - PowerWash Simulator: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 PowerWash Simulator이다. 오염이 사라지는 피드백이 명확해서 집중하기 쉽다는 점이 특히 기억에 남았고, 퀘스트, 수집, 장비 성장, 반복 작업이 내 리듬으로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|CLEANING_SIM|RELAXED|TASK_COMPLETION,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-017,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,17,REVIEW,positive_preference,LIKE,0.78,4,Car Mechanic Simulator 2021,,Car Mechanic Simulator 2021,car-mechanic-simulator-2021,https://www.igdb.com/games/car-mechanic-simulator-2021,slug_hint_only,PC,Simulator,Single player,리뷰 - Car Mechanic Simulator 2021에서 찾은 오래 붙잡을 이유,"Car Mechanic Simulator 2021을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 분해와 수리 절차가 차근차근 배우는 재미를 준다는 점 때문에 다시 켜고 싶은 마음이 생겼고, SOLO_PLAY, RPG, SIMULATION 성향을 잘 설명한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|MECHANIC_SIM|MANAGEMENT|SYSTEM_LEARNING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-018,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,18,REVIEW,positive_preference,LIKE,0.84,4.5,Farming Simulator 22,,Farming Simulator 22,farming-simulator-22,https://www.igdb.com/games/farming-simulator-22,slug_hint_only,PC,Simulator,Single player|Co-op,리뷰 - Farming Simulator 22은 RPG/시뮬레이션 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Farming Simulator 22은 농기계 운용과 생산 계획이 느긋한 목표감을 만든다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|FARMING_SIM|ECONOMY|LONG_TERM_GOALS,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-019,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,19,JOURNAL,positive_preference,LIKE,0.9,,My Time at Portia,,My Time at Portia,my-time-at-portia,https://www.igdb.com/games/my-time-at-portia,slug_hint_only,PC,RPG|Simulator,Single player,저널 - My Time at Portia: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 My Time at Portia이다. 마을 의뢰와 제작 설비 확장이 꾸준히 보상을 준다는 점이 특히 기억에 남았고, 퀘스트, 수집, 장비 성장, 반복 작업이 내 리듬으로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|LIFE_SIM|CRAFTING|TOWN_RELATIONSHIP,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-020,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,20,REVIEW,positive_preference,LIKE,0.95,4.5,No Man's Sky,,No Man's Sky,no-mans-sky,https://www.igdb.com/games/no-mans-sky,slug_hint_only,PC,Simulator|Adventure,Single player|Multiplayer,리뷰 - No Man's Sky에서 찾은 오래 붙잡을 이유,"No Man's Sky을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 행성 탐사와 기지 건설이 나만의 여행감을 만든다는 점 때문에 다시 켜고 싶은 마음이 생겼고, SOLO_PLAY, RPG, SIMULATION 성향을 잘 설명한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|BASE_BUILDING|SANDBOX,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-021,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,21,REVIEW,positive_preference,LIKE,0.78,4,Death Stranding,,Death Stranding,death-stranding,https://www.igdb.com/games/death-stranding,slug_hint_only,PC,Adventure|Simulator,Single player,리뷰 - Death Stranding은 RPG/시뮬레이션 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Death Stranding은 배송 루트 설계와 지형 극복이 묵직한 몰입을 준다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|DELIVERY_SIM|ATMOSPHERIC|ROUTE_PLANNING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-022,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,22,JOURNAL,positive_preference,LIKE,0.84,,Spiritfarer,,Spiritfarer,spiritfarer,https://www.igdb.com/games/spiritfarer,slug_hint_only,PC,Simulator|Adventure,Single player|Co-op,저널 - Spiritfarer: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Spiritfarer이다. 배를 관리하며 인물의 마지막 이야기를 돌보는 과정이 좋다는 점이 특히 기억에 남았고, 퀘스트, 수집, 장비 성장, 반복 작업이 내 리듬으로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|COZY_MANAGEMENT|EMOTIONAL,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-023,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,23,REVIEW,positive_preference,LIKE,0.9,5,Dave the Diver,,Dave the Diver,dave-the-diver,https://www.igdb.com/games/dave-the-diver,slug_hint_only,PC,RPG|Simulator,Single player,리뷰 - Dave the Diver에서 찾은 오래 붙잡을 이유,"Dave the Diver을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 잠수 탐사와 식당 운영이 번갈아 돌아와 지루하지 않다는 점 때문에 다시 켜고 싶은 마음이 생겼고, SOLO_PLAY, RPG, SIMULATION 성향을 잘 설명한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|MANAGEMENT|COLLECTION,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-024,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,24,REVIEW,positive_preference,LIKE,0.95,4.5,Slime Rancher,,Slime Rancher,slime-rancher,https://www.igdb.com/games/slime-rancher,slug_hint_only,PC,Simulator|Adventure,Single player,리뷰 - Slime Rancher은 RPG/시뮬레이션 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Slime Rancher은 슬라임 수집과 목장 확장이 귀엽고 명확한 목표를 준다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|CREATURE_COLLECTION|COZY_SIM|BASE_EXPANSION,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-025,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,25,JOURNAL,positive_preference,LIKE,0.78,,Graveyard Keeper,,Graveyard Keeper,graveyard-keeper,https://www.igdb.com/games/graveyard-keeper,slug_hint_only,PC,RPG|Simulator,Single player,저널 - Graveyard Keeper: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Graveyard Keeper이다. 제작 트리와 묘지 운영이 어두운 생활 시뮬레이션으로 맞물린다는 점이 특히 기억에 남았고, 퀘스트, 수집, 장비 성장, 반복 작업이 내 리듬으로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|CRAFTING|MANAGEMENT|DARK_HUMOR,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-026,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,26,REVIEW,positive_preference,LIKE,0.84,4.5,Rune Factory 4 Special,,Rune Factory 4 Special,rune-factory-4-special,https://www.igdb.com/games/rune-factory-4-special,slug_hint_only,PC,RPG|Simulator,Single player,리뷰 - Rune Factory 4 Special에서 찾은 오래 붙잡을 이유,"Rune Factory 4 Special을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 농사와 던전, 주민 관계가 한 캐릭터 성장으로 합쳐진다는 점 때문에 다시 켜고 싶은 마음이 생겼고, SOLO_PLAY, RPG, SIMULATION 성향을 잘 설명한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|FARMING_RPG|RELATIONSHIP|DUNGEON,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-027,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,27,REVIEW,positive_preference,LIKE,0.9,5,Cities: Skylines,,Cities: Skylines,cities-skylines,https://www.igdb.com/games/cities-skylines,slug_hint_only,PC,Simulator|Strategy,Single player,리뷰 - Cities: Skylines은 RPG/시뮬레이션 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Cities: Skylines은 도로와 구역을 조정하며 도시가 살아나는 과정이 재밌다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|CITY_BUILDER|SYSTEMS|PLANNING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-028,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,28,JOURNAL,positive_preference,LIKE,0.95,,Elite Dangerous,,Elite Dangerous,elite-dangerous,https://www.igdb.com/games/elite-dangerous,slug_hint_only,PC,Simulator|Adventure,Single player|Multiplayer,저널 - Elite Dangerous: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Elite Dangerous이다. 우주 항해와 거래 루틴이 느린 몰입에 잘 맞는다는 점이 특히 기억에 남았고, 퀘스트, 수집, 장비 성장, 반복 작업이 내 리듬으로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|SPACE_SIM|TRADING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
rpg_sim_solo-029,rpg_sim_solo,RPG/시뮬레이션 솔로 선호 플레이어,29,REVIEW,mixed_preference,MIXED,0.18,3,Elden Ring,,Elden Ring,elden-ring,https://www.igdb.com/games/elden-ring,slug_hint_only,PC,RPG|Adventure,Single player|Multiplayer,리뷰 - Elden Ring은 일부만 내 취향이었다,"Elden Ring에서 재미를 느낀 순간은 있었다. 다만 강한 처벌과 긴장감이 휴식용 플레이와 충돌한다는 점이 반복되면서 내 핵심 취향과 거리가 생겼고, 장르 키워드는 긍정과 주의를 함께 달아야 한다.",SOLO_PLAY|RPG|SIMULATION|STORY_RICH|RELAXED_GRIND|EXPLORATION|OPEN_WORLD_RPG|HIGH_DIFFICULTY|BUILD_CRAFTING,RANKED_STRESS|TEAM_DEPENDENCY|HIGH_APM|SHORT_MATCH_LOOP|OPEN_WORLD_RPG|HIGH_DIFFICULTY|BUILD_CRAFTING,일부 키워드는 맞지만 마찰 요인을 함께 학습해야 한다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
