id,player_type_id,player_type_name,sample_index,type,label_target,preference_signal,preference_score,rating,game_title,igdb_game_id,igdb_lookup_query,igdb_slug,igdb_source_url,igdb_match_status,game_platform,primary_genres,play_modes,title,content,preference_keywords,avoidance_keywords,notes_for_model,source,generated_at
puzzle_solo-011,puzzle_solo,퍼즐 솔로 선호 플레이어,11,REVIEW,positive_preference,LIKE,0.9,5,The Case of the Golden Idol,,The Case of the Golden Idol,the-case-of-the-golden-idol,https://www.igdb.com/games/the-case-of-the-golden-idol,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - The Case of the Golden Idol에서 찾은 오래 붙잡을 이유,"The Case of the Golden Idol을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 단어 조각을 맞춰 사건의 인과관계를 세우는 맛이 좋다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|WORD_PUZZLE|MYSTERY,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-012,puzzle_solo,퍼즐 솔로 선호 플레이어,12,REVIEW,positive_preference,LIKE,0.95,4.5,Strange Horticulture,,Strange Horticulture,strange-horticulture,https://www.igdb.com/games/strange-horticulture,slug_hint_only,PC,Puzzle|Simulator,Single player,리뷰 - Strange Horticulture은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Strange Horticulture은 식물 도감과 지도 단서를 조합하는 속도가 좋다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|CATALOGING|ATMOSPHERE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-013,puzzle_solo,퍼즐 솔로 선호 플레이어,13,JOURNAL,positive_preference,LIKE,0.78,,Unpacking,,Unpacking,unpacking,https://www.igdb.com/games/unpacking,slug_hint_only,PC,Puzzle|Simulator,Single player,저널 - Unpacking: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Unpacking이다. 물건 배치만으로 인물의 삶을 읽게 한다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|SPATIAL_ORGANIZATION|ENVIRONMENTAL_STORY|COZY,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-014,puzzle_solo,퍼즐 솔로 선호 플레이어,14,REVIEW,positive_preference,LIKE,0.84,4.5,Gorogoa,,Gorogoa,gorogoa,https://www.igdb.com/games/gorogoa,slug_hint_only,PC,Puzzle|Indie,Single player,리뷰 - Gorogoa에서 찾은 오래 붙잡을 이유,"Gorogoa을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 그림 패널을 겹치고 이동하는 방식이 직관적이다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|VISUAL_PUZZLE|PATTERN_MATCHING|ARTFUL,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-015,puzzle_solo,퍼즐 솔로 선호 플레이어,15,REVIEW,positive_preference,LIKE,0.9,5,Monument Valley,,Monument Valley,monument-valley,https://www.igdb.com/games/monument-valley,slug_hint_only,PC,Puzzle,Single player,리뷰 - Monument Valley은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Monument Valley은 불가능한 건축물을 돌리는 감각이 간결하다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|OPTICAL_ILLUSION|MINIMALIST,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-016,puzzle_solo,퍼즐 솔로 선호 플레이어,16,JOURNAL,positive_preference,LIKE,0.95,,Monument Valley 2,,Monument Valley 2,monument-valley-2,https://www.igdb.com/games/monument-valley-2,slug_hint_only,PC,Puzzle,Single player,저널 - Monument Valley 2: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Monument Valley 2이다. 부모와 아이의 이동이 퍼즐과 감정선을 함께 만든다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|OPTICAL_ILLUSION|EMOTIONAL|ACCESSIBLE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-017,puzzle_solo,퍼즐 솔로 선호 플레이어,17,REVIEW,positive_preference,LIKE,0.78,4,Opus Magnum,,Opus Magnum,opus-magnum,https://www.igdb.com/games/opus-magnum,slug_hint_only,PC,Puzzle|Simulator,Single player,리뷰 - Opus Magnum에서 찾은 오래 붙잡을 이유,"Opus Magnum을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 기계 팔을 배치해 더 효율적인 해법을 다듬는 재미가 크다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|OPTIMIZATION|PROGRAMMING_PUZZLE|ENGINEERING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-018,puzzle_solo,퍼즐 솔로 선호 플레이어,18,REVIEW,positive_preference,LIKE,0.84,4.5,Hexcells,,Hexcells,hexcells,https://www.igdb.com/games/hexcells,slug_hint_only,PC,Puzzle|Indie,Single player,리뷰 - Hexcells은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Hexcells은 숫자 단서만으로 안전하게 추론하는 맛이 깔끔하다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|MINESWEEPER_LIKE|CALM_FOCUS,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-019,puzzle_solo,퍼즐 솔로 선호 플레이어,19,JOURNAL,positive_preference,LIKE,0.9,,Stephen's Sausage Roll,,Stephen's Sausage Roll,stephens-sausage-roll,https://www.igdb.com/games/stephens-sausage-roll,slug_hint_only,PC,Puzzle|Indie,Single player,저널 - Stephen's Sausage Roll: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Stephen's Sausage Roll이다. 단순한 소시지 굴리기가 무서운 깊이로 확장된다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|SOKOBAN|HARD_PUZZLE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-020,puzzle_solo,퍼즐 솔로 선호 플레이어,20,REVIEW,positive_preference,LIKE,0.95,4.5,Patrick's Parabox,,Patrick's Parabox,patricks-parabox,https://www.igdb.com/games/patricks-parabox,slug_hint_only,PC,Puzzle|Indie,Single player,리뷰 - Patrick's Parabox에서 찾은 오래 붙잡을 이유,"Patrick's Parabox을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 상자 안의 상자라는 재귀 규칙이 명확하게 배운다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|RECURSION|SOKOBAN,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-021,puzzle_solo,퍼즐 솔로 선호 플레이어,21,REVIEW,positive_preference,LIKE,0.78,4,A Monster's Expedition,,A Monster's Expedition,a-monsters-expedition,https://www.igdb.com/games/a-monsters-expedition,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - A Monster's Expedition은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. A Monster's Expedition은 나무를 밀어 섬을 잇는 규칙이 부드럽게 변주된다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|SOKOBAN|OPEN_WORLD_PUZZLE|RELAXED,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-022,puzzle_solo,퍼즐 솔로 선호 플레이어,22,JOURNAL,positive_preference,LIKE,0.84,,Bonfire Peaks,,Bonfire Peaks,bonfire-peaks,https://www.igdb.com/games/bonfire-peaks,slug_hint_only,PC,Puzzle|Indie,Single player,저널 - Bonfire Peaks: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Bonfire Peaks이다. 상자를 태우는 목표가 공간 퍼즐과 잘 맞는다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|SOKOBAN|VOXEL|HARD_PUZZLE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-023,puzzle_solo,퍼즐 솔로 선호 플레이어,23,REVIEW,positive_preference,LIKE,0.9,5,Cocoon,,Cocoon,cocoon,https://www.igdb.com/games/cocoon,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - Cocoon에서 찾은 오래 붙잡을 이유,"Cocoon을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 세계 구슬을 들고 들어가는 구조가 매끄럽다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|WORLD_WITHIN_WORLD|ATMOSPHERIC|SYSTEMIC_RULES,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-024,puzzle_solo,퍼즐 솔로 선호 플레이어,24,REVIEW,positive_preference,LIKE,0.95,4.5,Viewfinder,,Viewfinder,viewfinder,https://www.igdb.com/games/viewfinder,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - Viewfinder은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Viewfinder은 사진이 실제 공간으로 변하는 순간이 계속 신선하다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|PERSPECTIVE_SHIFT|FIRST_PERSON_PUZZLE|CREATIVE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-025,puzzle_solo,퍼즐 솔로 선호 플레이어,25,JOURNAL,positive_preference,LIKE,0.78,,Superliminal,,Superliminal,superliminal,https://www.igdb.com/games/superliminal,slug_hint_only,PC,Puzzle|Adventure,Single player,저널 - Superliminal: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Superliminal이다. 크기와 시점 착시를 이용한 해법이 재치 있다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|PERSPECTIVE_SHIFT|OPTICAL_ILLUSION|FIRST_PERSON_PUZZLE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-026,puzzle_solo,퍼즐 솔로 선호 플레이어,26,REVIEW,positive_preference,LIKE,0.84,4.5,Antichamber,,Antichamber,antichamber,https://www.igdb.com/games/antichamber,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - Antichamber에서 찾은 오래 붙잡을 이유,"Antichamber을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 공간이 예상과 다르게 접히는 규칙을 관찰하게 한다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|NON_EUCLIDEAN|OBSERVATION|EXPERIMENTAL,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-027,puzzle_solo,퍼즐 솔로 선호 플레이어,27,REVIEW,positive_preference,LIKE,0.9,5,Manifold Garden,,Manifold Garden,manifold-garden,https://www.igdb.com/games/manifold-garden,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - Manifold Garden은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Manifold Garden은 중력과 무한 반복 공간이 압도적인 퍼즐 풍경을 만든다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|GRAVITY|NON_EUCLIDEAN,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-028,puzzle_solo,퍼즐 솔로 선호 플레이어,28,JOURNAL,positive_preference,LIKE,0.95,,Toki Tori 2+,,Toki Tori 2+,toki-tori-2-plus,https://www.igdb.com/games/toki-tori-2-plus,slug_hint_only,PC,Puzzle|Platform,Single player,저널 - Toki Tori 2+: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Toki Tori 2+이다. 아주 적은 행동으로 생태계 규칙을 풀게 한다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|OPEN_WORLD_PUZZLE|ANIMAL_RULES|METROIDBRAINIA,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-029,puzzle_solo,퍼즐 솔로 선호 플레이어,29,REVIEW,positive_preference,LIKE,0.78,4,World of Goo,,World of Goo,world-of-goo,https://www.igdb.com/games/world-of-goo,slug_hint_only,PC,Puzzle|Strategy,Single player,리뷰 - World of Goo에서 찾은 오래 붙잡을 이유,"World of Goo을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 구조물 물리와 자원 제한이 직관적인 실험을 만든다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|PHYSICS_PUZZLE|CONSTRUCTION|EXPERIMENTAL,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-030,puzzle_solo,퍼즐 솔로 선호 플레이어,30,REVIEW,positive_preference,LIKE,0.84,4.5,Mini Metro,,Mini Metro,mini-metro,https://www.igdb.com/games/mini-metro,slug_hint_only,PC,Puzzle|Simulator,Single player,리뷰 - Mini Metro은 퍼즐 솔로 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Mini Metro은 노선 하나가 도시 흐름을 바꾸는 압축감이 좋다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|SYSTEM_OPTIMIZATION|MINIMALIST|TRANSPORT,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-031,puzzle_solo,퍼즐 솔로 선호 플레이어,31,JOURNAL,positive_preference,LIKE,0.9,,Mini Motorways,,Mini Motorways,mini-motorways,https://www.igdb.com/games/mini-motorways,slug_hint_only,PC,Puzzle|Simulator,Single player,저널 - Mini Motorways: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Mini Motorways이다. 도로 배치와 병목 해소가 매 판 다른 사고를 요구한다는 점이 특히 기억에 남았고, 힌트를 적게 받고 천천히 구조를 해석하는 경험을 좋아한다는 사실을 다시 확인했다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|SYSTEM_OPTIMIZATION|TRAFFIC|MINIMALIST,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
puzzle_solo-032,puzzle_solo,퍼즐 솔로 선호 플레이어,32,REVIEW,positive_preference,LIKE,0.95,4.5,Dorfromantik,,Dorfromantik,dorfromantik,https://www.igdb.com/games/dorfromantik,slug_hint_only,PC,Puzzle|Strategy,Single player,리뷰 - Dorfromantik에서 찾은 오래 붙잡을 이유,"Dorfromantik을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 타일 배치가 점수와 풍경 감상을 동시에 준다는 점 때문에 다시 켜고 싶은 마음이 생겼고, PUZZLE, SOLO_PLAY, LOGIC 성향을 잘 설명한다.",PUZZLE|SOLO_PLAY|LOGIC|DEDUCTION|SPATIAL_REASONING|EUREKA|TILE_PLACEMENT|COZY|SPATIAL_PLANNING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
